Phylum,ACC,Mbp,bp,EVE_Status,EVE_Count
Ascomycota,GCA_030556725.1,15.724,15724000,Negative,0
Ascomycota,GCA_030556735.1,11.982,11982000,Negative,0
Ascomycota,GCA_030556755.1,13.892,13892000,Negative,0
Ascomycota,GCA_030556775.1,16.822,16822000,Negative,0
Ascomycota,GCA_030556845.1,12.287,12287000,Negative,0
Ascomycota,GCA_030556875.1,11.318,11318000,Negative,0
Ascomycota,GCA_030556915.1,9.911,9911000,Negative,0
Ascomycota,GCA_030556925.1,7.744,7744000,Negative,0
Ascomycota,GCA_030556995.1,11.015,11015000,Negative,0
Ascomycota,GCA_030557025.1,14.407,14407000,Negative,0
Ascomycota,GCA_030557035.1,9.533,9533000,Negative,0
Ascomycota,GCA_030557055.1,14.197,14197000,Negative,0
Ascomycota,GCA_030557065.1,18.277,18277000,Negative,0
Ascomycota,GCA_030557085.1,15.653,15653000,Negative,0
Ascomycota,GCA_030557105.1,15.852,15852000,Negative,0
Ascomycota,GCA_030557115.1,11.521,11521000,Negative,0
Ascomycota,GCA_030557145.1,13.005,13005000,Negative,0
Ascomycota,GCA_030557155.1,11.749,11749000,Negative,0
Ascomycota,GCA_030557175.1,11.778,11778000,Negative,0
Ascomycota,GCA_030557235.1,13.548,13548000,Negative,0
Ascomycota,GCA_030557255.1,9.218,9218000,Negative,0
Ascomycota,GCA_030557285.1,13.086,13086000,Negative,0
Ascomycota,GCA_030557335.1,13.682,13682000,Negative,0
Ascomycota,GCA_030557345.1,14.46,14460000,Negative,0
Ascomycota,GCA_030557365.1,11.88,11880000,Negative,0
Ascomycota,GCA_030557395.1,16.278,16278000,Negative,0
Ascomycota,GCA_030557475.1,12.801,12801000,Negative,0
Ascomycota,GCA_030557505.1,11.093,11093000,Negative,0
Ascomycota,GCA_030557525.1,11.995,11995000,Negative,0
Ascomycota,GCA_030557545.1,13.902,13902000,Negative,0
Ascomycota,GCA_030557585.1,9.201,9201000,Negative,0
Ascomycota,GCA_030557605.1,9.541,9541000,Negative,0
Ascomycota,GCA_030557665.1,14.228,14228000,Negative,0
Ascomycota,GCA_030557705.1,12.408,12408000,Negative,0
Ascomycota,GCA_030557725.1,20.208,20208000,Negative,0
Ascomycota,GCA_030557735.1,22.678,22678000,Negative,0
Ascomycota,GCA_030557765.1,13.066,13066000,Negative,0
Ascomycota,GCA_030557785.1,12.407,12407000,Negative,0
Ascomycota,GCA_030557875.1,14.53,14530000,Negative,0
Ascomycota,GCA_030557895.1,11.037,11037000,Negative,0
Ascomycota,GCA_030557965.1,12.832,12832000,Negative,0
Ascomycota,GCA_030557975.1,15.046,15046000,Negative,0
Ascomycota,GCA_030557985.1,12.989,12989000,Negative,0
Ascomycota,GCA_030557995.1,11.159,11159000,Negative,0
Ascomycota,GCA_030558045.1,9.928,9928000,Negative,0
Ascomycota,GCA_030558135.1,10.407,10407000,Negative,0
Ascomycota,GCA_030558175.1,9.773,9773000,Negative,0
Ascomycota,GCA_030558265.1,9.379,9379000,Negative,0
Ascomycota,GCA_030558275.1,12.252,12252000,Negative,0
Ascomycota,GCA_030558325.1,12.226,12226000,Negative,0
Ascomycota,GCA_030558335.1,11.345,11345000,Negative,0
Ascomycota,GCA_030558495.1,10.388,10388000,Negative,0
Ascomycota,GCA_030558995.1,12.104,12104000,Negative,0
Ascomycota,GCA_030559035.1,10.513,10513000,Negative,0
Ascomycota,GCA_030559045.1,14.314,14314000,Negative,0
Ascomycota,GCA_030560485.1,17.199,17199000,Negative,0
Ascomycota,GCA_030560625.1,18.425,18425000,Negative,0
Ascomycota,GCA_030560645.1,21.799,21799000,Negative,0
Ascomycota,GCA_030560665.1,19.478,19478000,Negative,0
Ascomycota,GCA_030560805.1,12.87,12870000,Negative,0
Ascomycota,GCA_030560825.1,12.821,12821000,Negative,0
Ascomycota,GCA_030560845.1,10.401,10401000,Negative,0
Ascomycota,GCA_030560865.1,14.858,14858000,Negative,0
Ascomycota,GCA_030560905.1,9.779,9779000,Negative,0
Ascomycota,GCA_030560915.1,11.033,11033000,Negative,0
Ascomycota,GCA_030561035.1,9.153,9153000,Negative,0
Ascomycota,GCA_030561065.1,18.154,18154000,Negative,0
Ascomycota,GCA_030561325.1,11.581,11581000,Negative,0
Ascomycota,GCA_030561425.1,14.706,14706000,Negative,0
Ascomycota,GCA_030561445.1,12.122,12122000,Negative,0
Ascomycota,GCA_030561455.1,12.34,12340000,Negative,0
Ascomycota,GCA_030561705.1,20.4,20400000,Negative,0
Ascomycota,GCA_030561725.1,12.266,12266000,Negative,0
Ascomycota,GCA_030561745.1,18.108,18108000,Negative,0
Ascomycota,GCA_030561765.1,10.423,10423000,Negative,0
Ascomycota,GCA_030561785.1,10.618,10618000,Negative,0
Ascomycota,GCA_030561945.1,13.287,13287000,Negative,0
Ascomycota,GCA_030561965.1,8.915,8915000,Negative,0
Ascomycota,GCA_030561985.1,11.066,11066000,Negative,0
Ascomycota,GCA_030562525.1,18.435,18435000,Negative,0
Ascomycota,GCA_030562555.1,14.584,14584000,Negative,0
Ascomycota,GCA_030562575.1,8.808,8808000,Negative,0
Ascomycota,GCA_030562845.1,13.251,13251000,Negative,0
Ascomycota,GCA_030562885.1,13.308,13308000,Negative,0
Ascomycota,GCA_030562905.1,9.655,9655000,Negative,0
Ascomycota,GCA_030562945.1,11.288,11288000,Negative,0
Ascomycota,GCA_030562985.1,18.585,18585000,Negative,0
Ascomycota,GCA_030563005.1,12.387,12387000,Negative,0
Ascomycota,GCA_030563025.1,9.551,9551000,Negative,0
Ascomycota,GCA_030563045.1,12.974,12974000,Negative,0
Ascomycota,GCA_030563065.1,13.568,13568000,Negative,0
Ascomycota,GCA_030563085.1,11.381,11381000,Negative,0
Ascomycota,GCA_030563105.1,10.45,10450000,Negative,0
Ascomycota,GCA_030563125.1,10.522,10522000,Negative,0
Ascomycota,GCA_030563185.1,9.265,9265000,Negative,0
Ascomycota,GCA_030563205.1,13.795,13795000,Negative,0
Ascomycota,GCA_030563225.1,11.445,11445000,Negative,0
Ascomycota,GCA_030563245.1,9.594,9594000,Negative,0
Ascomycota,GCA_030563265.1,11.502,11502000,Negative,0
Ascomycota,GCA_030563305.1,12.634,12634000,Negative,0
Ascomycota,GCA_030563325.1,11.041,11041000,Negative,0
Ascomycota,GCA_030563385.1,12.518,12518000,Negative,0
Ascomycota,GCA_030563415.1,12.314,12314000,Negative,0
Ascomycota,GCA_030563445.1,22.058,22058000,Negative,0
Ascomycota,GCA_030563465.1,10.841,10841000,Negative,0
Ascomycota,GCA_030563485.1,11.445,11445000,Negative,0
Ascomycota,GCA_030563505.1,13.03,13030000,Negative,0
Ascomycota,GCA_030563525.1,13.611,13611000,Negative,0
Ascomycota,GCA_030563565.1,9.523,9523000,Negative,0
Ascomycota,GCA_030563625.1,12.295,12295000,Negative,0
Ascomycota,GCA_030563645.1,8.496,8496000,Negative,0
Ascomycota,GCA_030563665.1,13.809,13809000,Negative,0
Ascomycota,GCA_030563705.1,12.106,12106000,Negative,0
Ascomycota,GCA_030563725.1,10.198,10198000,Negative,0
Ascomycota,GCA_030563775.1,14.067,14067000,Negative,0
Ascomycota,GCA_030563805.1,14.503,14503000,Negative,0
Ascomycota,GCA_030563825.1,12.68,12680000,Negative,0
Ascomycota,GCA_030563845.1,16.022,16022000,Negative,0
Ascomycota,GCA_030563865.1,14.042,14042000,Negative,0
Ascomycota,GCA_030563885.1,14.073,14073000,Negative,0
Ascomycota,GCA_030563905.1,12.131,12131000,Negative,0
Ascomycota,GCA_030563925.1,9.632,9632000,Negative,0
Ascomycota,GCA_030563965.1,10.543,10543000,Negative,0
Ascomycota,GCA_030564005.1,12.253,12253000,Negative,0
Ascomycota,GCA_030564055.1,10.495,10495000,Negative,0
Ascomycota,GCA_030564085.1,12.448,12448000,Negative,0
Ascomycota,GCA_030564125.1,14.871,14871000,Negative,0
Ascomycota,GCA_030564145.1,11.623,11623000,Negative,0
Ascomycota,GCA_030564165.1,11.792,11792000,Negative,0
Ascomycota,GCA_030564305.1,12.484,12484000,Negative,0
Ascomycota,GCA_030564425.1,11.879,11879000,Negative,0
Ascomycota,GCA_030564465.1,10.573,10573000,Negative,0
Ascomycota,GCA_030564485.1,9.835,9835000,Negative,0
Ascomycota,GCA_030564505.1,10.658,10658000,Negative,0
Ascomycota,GCA_030564525.1,15.578,15578000,Negative,0
Ascomycota,GCA_030564545.1,8.814,8814000,Negative,0
Ascomycota,GCA_030564565.1,10.902,10902000,Negative,0
Ascomycota,GCA_030564605.1,11.268,11268000,Negative,0
Ascomycota,GCA_030564625.1,11.701,11701000,Negative,0
Ascomycota,GCA_030564645.1,12.057,12057000,Negative,0
Ascomycota,GCA_030564685.1,10.041,10041000,Negative,0
Ascomycota,GCA_030564705.1,10.902,10902000,Negative,0
Ascomycota,GCA_030564725.1,13.777,13777000,Negative,0
Ascomycota,GCA_030564745.1,14.494,14494000,Negative,0
Ascomycota,GCA_030564785.1,11.32,11320000,Negative,0
Ascomycota,GCA_030564825.1,16.135,16135000,Negative,0
Ascomycota,GCA_030564865.1,10.492,10492000,Negative,0
Ascomycota,GCA_030564885.1,18.128,18128000,Negative,0
Ascomycota,GCA_030564945.1,9.627,9627000,Negative,0
Ascomycota,GCA_030564965.1,8.765,8765000,Negative,0
Ascomycota,GCA_030565005.1,16.807,16807000,Negative,0
Ascomycota,GCA_030565065.1,10.486,10486000,Negative,0
Ascomycota,GCA_030565085.1,14.927,14927000,Negative,0
Ascomycota,GCA_030565125.1,13.68,13680000,Negative,0
Ascomycota,GCA_030565145.1,11.145,11145000,Negative,0
Ascomycota,GCA_030565185.1,14.605,14605000,Negative,0
Ascomycota,GCA_030565205.1,12.08,12080000,Negative,0
Ascomycota,GCA_030565265.1,12.683,12683000,Negative,0
Ascomycota,GCA_030565285.1,9.308,9308000,Negative,0
Ascomycota,GCA_030565325.1,12.958,12958000,Negative,0
Ascomycota,GCA_030565365.1,11.291,11291000,Negative,0
Ascomycota,GCA_030565405.1,13.934,13934000,Negative,0
Ascomycota,GCA_030565705.1,19.86,19860000,Negative,0
Ascomycota,GCA_030565865.1,11.774,11774000,Negative,0
Ascomycota,GCA_030566005.1,10.561,10561000,Negative,0
Ascomycota,GCA_030566065.1,10.714,10714000,Negative,0
Ascomycota,GCA_030566455.1,10.563,10563000,Negative,0
Ascomycota,GCA_030566465.1,11.159,11159000,Negative,0
Ascomycota,GCA_030566495.1,19.119,19119000,Negative,0
Ascomycota,GCA_030566515.1,19.984,19984000,Negative,0
Ascomycota,GCA_030566535.1,20.354,20354000,Negative,0
Ascomycota,GCA_030566715.1,13.566,13566000,Negative,0
Ascomycota,GCA_030566735.1,12.016,12016000,Negative,0
Ascomycota,GCA_030566775.1,13.008,13008000,Negative,0
Ascomycota,GCA_030566815.1,13.759,13759000,Negative,0
Ascomycota,GCA_030566835.1,14.259,14259000,Negative,0
Ascomycota,GCA_030566855.1,11.87,11870000,Negative,0
Ascomycota,GCA_030566875.1,13.343,13343000,Negative,0
Ascomycota,GCA_030566895.1,12.863,12863000,Negative,0
Ascomycota,GCA_030566905.1,19.612,19612000,Negative,0
Ascomycota,GCA_030566955.1,11.255,11255000,Negative,0
Ascomycota,GCA_030566995.1,12.515,12515000,Negative,0
Ascomycota,GCA_030567015.1,14.006,14006000,Negative,0
Ascomycota,GCA_030567055.1,11.419,11419000,Negative,0
Ascomycota,GCA_030567085.1,11.259,11259000,Negative,0
Ascomycota,GCA_030567115.1,12.325,12325000,Negative,0
Ascomycota,GCA_030567155.1,11.608,11608000,Negative,0
Ascomycota,GCA_030567175.1,14.651,14651000,Negative,0
Ascomycota,GCA_030567185.1,10.212,10212000,Negative,0
Ascomycota,GCA_030567455.1,11.476,11476000,Negative,0
Ascomycota,GCA_030567475.1,12.021,12021000,Negative,0
Ascomycota,GCA_030567495.1,18.833,18833000,Negative,0
Ascomycota,GCA_030567635.1,10.79,10790000,Negative,0
Ascomycota,GCA_030567655.1,13.313,13313000,Negative,0
Ascomycota,GCA_030567675.1,13.431,13431000,Negative,0
Ascomycota,GCA_030567695.1,19.16,19160000,Negative,0
Ascomycota,GCA_030567715.1,13.918,13918000,Negative,0
Ascomycota,GCA_030567735.1,11.245,11245000,Negative,0
Ascomycota,GCA_030567755.1,12.71,12710000,Negative,0
Ascomycota,GCA_030567775.1,12.127,12127000,Negative,0
Ascomycota,GCA_030567795.1,11.509,11509000,Negative,0
Ascomycota,GCA_030567815.1,13.483,13483000,Negative,0
Ascomycota,GCA_030567855.1,13.316,13316000,Negative,0
Ascomycota,GCA_030567875.1,13.144,13144000,Negative,0
Ascomycota,GCA_030567895.1,12.76,12760000,Negative,0
Ascomycota,GCA_030567915.1,10.753,10753000,Negative,0
Ascomycota,GCA_030567935.1,11.653,11653000,Negative,0
Ascomycota,GCA_030567955.1,10.195,10195000,Negative,0
Ascomycota,GCA_030567975.1,14.772,14772000,Negative,0
Ascomycota,GCA_030567995.1,8.827,8827000,Negative,0
Ascomycota,GCA_030568015.1,8.832,8832000,Negative,0
Ascomycota,GCA_030568155.1,12.769,12769000,Negative,0
Ascomycota,GCA_030568175.1,10.212,10212000,Negative,0
Ascomycota,GCA_030568295.1,15.08,15080000,Negative,0
Ascomycota,GCA_030568315.1,13.544,13544000,Negative,0
Ascomycota,GCA_030568365.1,15.113,15113000,Negative,0
Ascomycota,GCA_030568405.1,16.313,16313000,Negative,0
Ascomycota,GCA_030568425.1,13.545,13545000,Negative,0
Ascomycota,GCA_030568635.1,11.589,11589000,Negative,0
Ascomycota,GCA_030568715.1,17.381,17381000,Negative,0
Ascomycota,GCA_030568735.1,18.749,18749000,Negative,0
Ascomycota,GCA_030568755.1,14.248,14248000,Negative,0
Ascomycota,GCA_030568775.1,12.963,12963000,Negative,0
Ascomycota,GCA_030568795.1,22.22,22220000,Negative,0
Ascomycota,GCA_030568845.1,10.058,10058000,Negative,0
Ascomycota,GCA_030568875.1,12.063,12063000,Negative,0
Ascomycota,GCA_030568895.1,11.861,11861000,Negative,0
Ascomycota,GCA_030568975.1,12.702,12702000,Negative,0
Ascomycota,GCA_030569055.1,9.719,9719000,Negative,0
Ascomycota,GCA_030569075.1,12.855,12855000,Negative,0
Ascomycota,GCA_030569095.1,11.132,11132000,Negative,0
Ascomycota,GCA_030569115.1,12.575,12575000,Negative,0
Ascomycota,GCA_030569135.1,16.89,16890000,Negative,0
Ascomycota,GCA_030569155.1,11.657,11657000,Negative,0
Ascomycota,GCA_030569175.1,12.375,12375000,Negative,0
Ascomycota,GCA_030569235.1,14.613,14613000,Negative,0
Ascomycota,GCA_030569255.1,12.007,12007000,Negative,0
Ascomycota,GCA_030569275.1,10.972,10972000,Negative,0
Ascomycota,GCA_030569295.1,11.864,11864000,Negative,0
Ascomycota,GCA_030569305.1,12.06,12060000,Negative,0
Ascomycota,GCA_030569375.1,11.602,11602000,Negative,0
Ascomycota,GCA_030569395.1,13.907,13907000,Negative,0
Ascomycota,GCA_030569435.1,14.346,14346000,Negative,0
Ascomycota,GCA_030569455.1,12.153,12153000,Negative,0
Ascomycota,GCA_030569475.1,13.307,13307000,Negative,0
Ascomycota,GCA_030569495.1,10.732,10732000,Negative,0
Ascomycota,GCA_030569535.1,7.756,7756000,Negative,0
Ascomycota,GCA_030569555.1,11.379,11379000,Negative,0
Ascomycota,GCA_030569595.1,11.232,11232000,Negative,0
Ascomycota,GCA_030569655.1,10.823,10823000,Negative,0
Ascomycota,GCA_030569675.1,13.119,13119000,Negative,0
Ascomycota,GCA_030569695.1,10.847,10847000,Negative,0
Ascomycota,GCA_030569715.1,12.594,12594000,Negative,0
Ascomycota,GCA_030569745.1,12.12,12120000,Negative,0
Ascomycota,GCA_030569775.1,9.775,9775000,Negative,0
Ascomycota,GCA_030569795.1,11.615,11615000,Negative,0
Ascomycota,GCA_030569835.1,20.589,20589000,Negative,0
Ascomycota,GCA_030569875.1,12.335,12335000,Negative,0
Ascomycota,GCA_030570115.1,12.644,12644000,Negative,0
Ascomycota,GCA_030570135.1,12.617,12617000,Negative,0
Ascomycota,GCA_030570175.1,11.961,11961000,Negative,0
Ascomycota,GCA_030570195.1,11,11000000,Negative,0
Ascomycota,GCA_030570215.1,15.24,15240000,Negative,0
Ascomycota,GCA_030570235.1,10.133,10133000,Negative,0
Ascomycota,GCA_030570255.1,11.682,11682000,Negative,0
Ascomycota,GCA_030570285.1,9.705,9705000,Negative,0
Ascomycota,GCA_030570315.1,10.737,10737000,Negative,0
Ascomycota,GCA_030570335.1,10.833,10833000,Negative,0
Ascomycota,GCA_030570355.1,9.949,9949000,Negative,0
Ascomycota,GCA_030570375.1,14.99,14990000,Negative,0
Ascomycota,GCA_030570395.1,9.951,9951000,Negative,0
Ascomycota,GCA_030570415.1,10.222,10222000,Negative,0
Ascomycota,GCA_030570435.1,12.532,12532000,Negative,0
Ascomycota,GCA_030570475.1,12.587,12587000,Negative,0
Ascomycota,GCA_030570515.1,15.74,15740000,Negative,0
Ascomycota,GCA_030570555.1,12.775,12775000,Negative,0
Ascomycota,GCA_030570575.1,10.341,10341000,Negative,0
Ascomycota,GCA_030570615.1,9.223,9223000,Negative,0
Ascomycota,GCA_030570675.1,15.908,15908000,Negative,0
Ascomycota,GCA_030570715.1,8.842,8842000,Negative,0
Ascomycota,GCA_030570735.1,11.602,11602000,Negative,0
Ascomycota,GCA_030570755.1,12.862,12862000,Negative,0
Ascomycota,GCA_030570775.1,14.618,14618000,Negative,0
Ascomycota,GCA_030570795.1,10.679,10679000,Negative,0
Ascomycota,GCA_030570835.1,11.83,11830000,Negative,0
Ascomycota,GCA_030570855.1,15.372,15372000,Negative,0
Ascomycota,GCA_030570895.1,10.887,10887000,Negative,0
Ascomycota,GCA_030570915.1,8.005,8005000,Negative,0
Ascomycota,GCA_030570995.1,13.813,13813000,Negative,0
Ascomycota,GCA_030571015.1,12.194,12194000,Negative,0
Ascomycota,GCA_030571035.1,12.047,12047000,Negative,0
Ascomycota,GCA_030571095.1,13.843,13843000,Negative,0
Ascomycota,GCA_030571115.1,11.766,11766000,Negative,0
Ascomycota,GCA_030571145.1,11.475,11475000,Negative,0
Ascomycota,GCA_030571165.1,14.915,14915000,Negative,0
Ascomycota,GCA_030571195.1,14.56,14560000,Negative,0
Ascomycota,GCA_030571215.1,14.116,14116000,Negative,0
Ascomycota,GCA_030571235.1,12.237,12237000,Negative,0
Ascomycota,GCA_030571255.1,11.614,11614000,Negative,0
Ascomycota,GCA_030571295.1,13.045,13045000,Negative,0
Ascomycota,GCA_030571395.1,12.938,12938000,Negative,0
Ascomycota,GCA_030571435.1,16.722,16722000,Negative,0
Ascomycota,GCA_030571455.1,9.752,9752000,Negative,0
Ascomycota,GCA_030571545.1,9.907,9907000,Negative,0
Ascomycota,GCA_030571795.1,8.774,8774000,Negative,0
Ascomycota,GCA_030571815.1,8.329,8329000,Negative,0
Ascomycota,GCA_030571855.1,16.983,16983000,Negative,0
Ascomycota,GCA_030571865.1,16.699,16699000,Negative,0
Ascomycota,GCA_030572095.1,17.957,17957000,Negative,0
Ascomycota,GCA_030572135.1,13.744,13744000,Negative,0
Ascomycota,GCA_030572175.1,19.912,19912000,Negative,0
Ascomycota,GCA_030572235.1,19.176,19176000,Negative,0
Ascomycota,GCA_030572275.1,10.672,10672000,Negative,0
Ascomycota,GCA_030572295.1,10.334,10334000,Negative,0
Ascomycota,GCA_030572315.1,19.833,19833000,Negative,0
Ascomycota,GCA_030572335.1,11.698,11698000,Negative,0
Ascomycota,GCA_030572355.1,10.986,10986000,Negative,0
Ascomycota,GCA_030572395.1,11.394,11394000,Negative,0
Ascomycota,GCA_030572415.1,11.464,11464000,Negative,0
Ascomycota,GCA_030572435.1,14.785,14785000,Negative,0
Ascomycota,GCA_030572455.1,9.352,9352000,Negative,0
Ascomycota,GCA_030572495.1,14.059,14059000,Negative,0
Ascomycota,GCA_030572515.1,11.154,11154000,Negative,0
Ascomycota,GCA_030572535.1,10.558,10558000,Negative,0
Ascomycota,GCA_030572555.1,13.399,13399000,Negative,0
Ascomycota,GCA_030572575.1,16.439,16439000,Negative,0
Ascomycota,GCA_030572615.1,23.923,23923000,Negative,0
Ascomycota,GCA_030572635.1,13.47,13470000,Negative,0
Ascomycota,GCA_030572655.1,8.851,8851000,Negative,0
Ascomycota,GCA_030572675.1,10.013,10013000,Negative,0
Ascomycota,GCA_030572695.1,14.43,14430000,Negative,0
Ascomycota,GCA_030572715.1,10.761,10761000,Negative,0
Ascomycota,GCA_030572735.1,17.119,17119000,Negative,0
Ascomycota,GCA_030572835.1,15.241,15241000,Negative,0
Ascomycota,GCA_030572875.1,12.011,12011000,Negative,0
Ascomycota,GCA_030572965.1,10.253,10253000,Negative,0
Ascomycota,GCA_030573015.1,17.707,17707000,Negative,0
Ascomycota,GCA_030573035.1,10.53,10530000,Negative,0
Ascomycota,GCA_030573055.1,13.582,13582000,Negative,0
Ascomycota,GCA_030573075.1,22.565,22565000,Negative,0
Ascomycota,GCA_030573095.1,10.685,10685000,Negative,0
Ascomycota,GCA_030573135.1,11.456,11456000,Negative,0
Ascomycota,GCA_030573155.1,8.937,8937000,Negative,0
Ascomycota,GCA_030573195.1,13.853,13853000,Negative,0
Ascomycota,GCA_030573215.1,13.198,13198000,Negative,0
Ascomycota,GCA_030573285.1,14.456,14456000,Negative,0
Ascomycota,GCA_030573315.1,11.069,11069000,Negative,0
Ascomycota,GCA_030573325.1,11.984,11984000,Negative,0
Ascomycota,GCA_030573355.1,11.722,11722000,Negative,0
Ascomycota,GCA_030573385.1,12.793,12793000,Negative,0
Ascomycota,GCA_030573435.1,12.268,12268000,Negative,0
Ascomycota,GCA_030573635.1,20.588,20588000,Negative,0
Ascomycota,GCA_030573655.1,10.987,10987000,Negative,0
Ascomycota,GCA_030573675.1,12.245,12245000,Negative,0
Ascomycota,GCA_030573695.1,10.305,10305000,Negative,0
Ascomycota,GCA_030573715.1,11.379,11379000,Negative,0
Ascomycota,GCA_030573775.1,10.574,10574000,Negative,0
Ascomycota,GCA_030573865.1,9.154,9154000,Negative,0
Ascomycota,GCA_030573915.1,29.992,29992000,Negative,0
Ascomycota,GCA_030573935.1,8.401,8401000,Negative,0
Ascomycota,GCA_030573975.1,19.5,19500000,Negative,0
Ascomycota,GCA_030573995.1,22.965,22965000,Negative,0
Ascomycota,GCA_030574015.1,10.769,10769000,Negative,0
Ascomycota,GCA_030574045.1,9.635,9635000,Negative,0
Ascomycota,GCA_030574115.1,14.694,14694000,Negative,0
Ascomycota,GCA_030574135.1,11.269,11269000,Negative,0
Ascomycota,GCA_030574155.1,9.248,9248000,Negative,0
Ascomycota,GCA_030574175.1,12.446,12446000,Negative,0
Ascomycota,GCA_030574275.1,11.781,11781000,Negative,0
Ascomycota,GCA_030574315.1,8.855,8855000,Negative,0
Ascomycota,GCA_030574335.1,10.286,10286000,Negative,0
Ascomycota,GCA_030574395.1,12.344,12344000,Negative,0
Ascomycota,GCA_030574435.1,8.275,8275000,Negative,0
Ascomycota,GCA_030574535.1,9.338,9338000,Negative,0
Ascomycota,GCA_030574555.1,10.379,10379000,Negative,0
Ascomycota,GCA_030574575.1,13.701,13701000,Negative,0
Ascomycota,GCA_030574595.1,15.423,15423000,Negative,0
Ascomycota,GCA_030574635.1,30.745,30745000,Negative,0
Ascomycota,GCA_030574655.1,8.085,8085000,Negative,0
Ascomycota,GCA_030574675.1,15.427,15427000,Negative,0
Ascomycota,GCA_030574695.1,11.833,11833000,Negative,0
Ascomycota,GCA_030574715.1,12.681,12681000,Negative,0
Ascomycota,GCA_030574735.1,13.776,13776000,Negative,0
Ascomycota,GCA_030574755.1,12.91,12910000,Negative,0
Ascomycota,GCA_030574775.1,11.478,11478000,Negative,0
Ascomycota,GCA_030574815.1,11.368,11368000,Negative,0
Ascomycota,GCA_030574835.1,11.338,11338000,Negative,0
Ascomycota,GCA_030574855.1,13.849,13849000,Negative,0
Ascomycota,GCA_030574875.1,13.471,13471000,Negative,0
Ascomycota,GCA_030574895.1,10.953,10953000,Negative,0
Ascomycota,GCA_030575055.1,12.616,12616000,Negative,0
Ascomycota,GCA_030575095.1,14.282,14282000,Negative,0
Ascomycota,GCA_030575135.1,13.052,13052000,Negative,0
Ascomycota,GCA_030575175.1,15.264,15264000,Negative,0
Ascomycota,GCA_030575195.1,12.354,12354000,Negative,0
Ascomycota,GCA_030578135.1,15.391,15391000,Negative,0
Ascomycota,GCA_030578155.1,51.715,51715000,Negative,0
Ascomycota,GCA_030578175.1,13.993,13993000,Negative,0
Ascomycota,GCA_030578415.1,9.002,9002000,Negative,0
Ascomycota,GCA_030578435.1,12.916,12916000,Negative,0
Ascomycota,GCA_030578455.1,11.975,11975000,Negative,0
Ascomycota,GCA_030578515.1,10.277,10277000,Negative,0
Ascomycota,GCA_030578575.1,11.049,11049000,Negative,0
Ascomycota,GCA_030578665.1,11.912,11912000,Negative,0
Ascomycota,GCA_030578695.1,17.948,17948000,Negative,0
Ascomycota,GCA_030578735.1,16.706,16706000,Negative,0
Ascomycota,GCA_030578755.1,14.771,14771000,Negative,0
Ascomycota,GCA_030578775.1,13.622,13622000,Negative,0
Ascomycota,GCA_030578795.1,12.049,12049000,Negative,0
Ascomycota,GCA_030578815.1,22.101,22101000,Negative,0
Ascomycota,GCA_030578835.1,19.88,19880000,Negative,0
Ascomycota,GCA_030578855.1,16.548,16548000,Negative,0
Ascomycota,GCA_030578875.1,12.261,12261000,Negative,0
Ascomycota,GCA_030578895.1,10.672,10672000,Negative,0
Ascomycota,GCA_030578915.1,16.3,16300000,Negative,0
Ascomycota,GCA_030578935.1,16.95,16950000,Negative,0
Ascomycota,GCA_030578955.1,15.798,15798000,Negative,0
Ascomycota,GCA_030578975.1,11.693,11693000,Negative,0
Ascomycota,GCA_030578995.1,12.618,12618000,Negative,0
Ascomycota,GCA_030579015.1,11.698,11698000,Negative,0
Ascomycota,GCA_030579055.1,13.029,13029000,Negative,0
Ascomycota,GCA_030579075.1,12.001,12001000,Negative,0
Ascomycota,GCA_030579135.1,11.795,11795000,Negative,0
Ascomycota,GCA_030579155.1,12.617,12617000,Negative,0
Ascomycota,GCA_030579175.1,11.791,11791000,Negative,0
Ascomycota,GCA_030579195.1,10.837,10837000,Negative,0
Ascomycota,GCA_030579235.1,12.347,12347000,Negative,0
Ascomycota,GCA_030579375.1,11.68,11680000,Negative,0
Ascomycota,GCA_030579415.1,10.898,10898000,Negative,0
Ascomycota,GCA_030579435.1,13.755,13755000,Negative,0
Ascomycota,GCA_030579455.1,10.847,10847000,Negative,0
Ascomycota,GCA_030579475.1,11.761,11761000,Negative,0
Ascomycota,GCA_030579495.1,10.535,10535000,Negative,0
Ascomycota,GCA_030579515.1,12.572,12572000,Negative,0
Ascomycota,GCA_030579535.1,9.774,9774000,Negative,0
Ascomycota,GCA_030579555.1,9.281,9281000,Negative,0
Ascomycota,GCA_030579575.1,16.076,16076000,Negative,0
Ascomycota,GCA_030579615.1,16.478,16478000,Negative,0
Ascomycota,GCA_030579635.1,11.337,11337000,Negative,0
Ascomycota,GCA_030579815.1,13.158,13158000,Negative,0
Ascomycota,GCA_030579835.1,9.11,9110000,Negative,0
Ascomycota,GCA_030579875.1,18.634,18634000,Negative,0
Ascomycota,GCA_030579895.1,14.302,14302000,Negative,0
Ascomycota,GCA_030579935.1,23.266,23266000,Negative,0
Ascomycota,GCA_030579955.1,24.292,24292000,Negative,0
Ascomycota,GCA_030579995.1,12.61,12610000,Negative,0
Ascomycota,GCA_030580035.1,10.142,10142000,Negative,0
Ascomycota,GCA_030580075.1,11.08,11080000,Negative,0
Ascomycota,GCA_030580095.1,14.488,14488000,Negative,0
Ascomycota,GCA_030580135.1,13.301,13301000,Negative,0
