Name,length,Function,Exognous vs. Endogenous,Phylum
Bat_circovirus,306,Rep,Exogenous,Cressdnaviricota
Chimpanzee_stool_avian-like_circovirus_Chimp17,291,Rep,Exogenous,Cressdnaviricota
Human_stool-associated_circular_virus_NG13,307,Rep,Exogenous,Cressdnaviricota
Porcine_circovirus_2,314,Rep,Exogenous,Cressdnaviricota
Cyclovirus_Chimp11,280,Rep,Exogenous,Cressdnaviricota
Cyclovirus_PK5510,280,Rep,Exogenous,Cressdnaviricota
Cyclovirus_PK5006,278,Rep,Exogenous,Cressdnaviricota
Cyclovirus_PK5222,279,Rep,Exogenous,Cressdnaviricota
Cyclovirus_TN25,286,Rep,Exogenous,Cressdnaviricota
Cyclovirus_PK5034,277,Rep,Exogenous,Cressdnaviricota
Cyclovirus_NG12,281,Rep,Exogenous,Cressdnaviricota
Cyclovirus_NG14,286,Rep,Exogenous,Cressdnaviricota
Pleurochrysis_carterae_circular_virus,309,Rep,Exogenous,Cressdnaviricota
Porcine_circovirus_3,296,Rep,Exogenous,Cressdnaviricota
Circovirus_sp.,409,Rep,Exogenous,Cressdnaviricota
Circovirus_sp._2,276,Rep,Exogenous,Cressdnaviricota
Circovirus_sp._3,274,Rep,Exogenous,Cressdnaviricota
Circovirus_sp._4,294,Rep,Exogenous,Cressdnaviricota
Circovirus_sp._5,276,Rep,Exogenous,Cressdnaviricota
Circovirus_sp._6,291,Rep,Exogenous,Cressdnaviricota
Circovirus_sp._7,266,Rep,Exogenous,Cressdnaviricota
Circovirus_sp._8,278,Rep,Exogenous,Cressdnaviricota
Circovirus_sp._9,294,Rep,Exogenous,Cressdnaviricota
Circovirus_sp._10,305,Rep,Exogenous,Cressdnaviricota
Molossus_molossus_circovirus_4,271,Rep,Exogenous,Cressdnaviricota
Molossus_molossus_circovirus_3,283,Rep,Exogenous,Cressdnaviricota
Molossus_molossus_circovirus_2,351,Rep,Exogenous,Cressdnaviricota
Molossus_molossus_circovirus_1,301,Rep,Exogenous,Cressdnaviricota
Circovirus_siksparnis,312,Rep,Exogenous,Cressdnaviricota
Fox_circovirus,303,Rep,Exogenous,Cressdnaviricota
Duck_circovirus_33,297,Rep,Exogenous,Cressdnaviricota
Columbid_circovirus_13,238,Rep,Exogenous,Cressdnaviricota
Barbel_circovirus,319,Rep,Exogenous,Cressdnaviricota
Porcine_circovirus_2_565,178,Rep,Exogenous,Cressdnaviricota
Circoviridae_sp.,303,Rep,Exogenous,Cressdnaviricota
Circoviridae_sp._2,354,Rep,Exogenous,Cressdnaviricota
Circoviridae_sp._3,434,Rep,Exogenous,Cressdnaviricota
Circoviridae_sp._4,461,Rep,Exogenous,Cressdnaviricota
Capybara_associated_cyclovirus_1,285,Rep,Exogenous,Cressdnaviricota
Beaked_whale_circovirus,288,Rep,Exogenous,Cressdnaviricota
Caesalpinia_ferrea_associated_virus,308,Rep,Exogenous,Cressdnaviricota
bat_associated_cyclovirus_Cg1,279,Rep,Exogenous,Cressdnaviricota
bat_associated_cyclovirus_Vr1,288,Rep,Exogenous,Cressdnaviricota
Mongoose-associated_circovirus_Mon-1,302,Rep,Exogenous,Cressdnaviricota
mongoose-associated_cyclovirus_Mon-20,277,Rep,Exogenous,Cressdnaviricota
Cyclovirus_sp.,327,Rep,Exogenous,Cressdnaviricota
Chicken_circovirus_SDWF,297,Rep,Exogenous,Cressdnaviricota
Circovirus_ialtag,305,Rep,Exogenous,Cressdnaviricota
Chicken_circovirus_5,274,Rep,Exogenous,Cressdnaviricota
Chicken_circovirus_4,283,Rep,Exogenous,Cressdnaviricota
Chicken_circovirus_2,291,Rep,Exogenous,Cressdnaviricota
Pseudorasbora_circovirus_1,318,Rep,Exogenous,Cressdnaviricota
Gudgeon_associated_circular_DNA_virus,313,Rep,Exogenous,Cressdnaviricota
Bat_associated_circularvirus,383,Rep,Exogenous,Cressdnaviricota
Mongoose-associated_circovirus,394,Rep,Exogenous,Cressdnaviricota
Cyclovirus_CN9E,292,Rep,Exogenous,Cressdnaviricota
Cyclovirus_CN16E,280,Rep,Exogenous,Cressdnaviricota
Molossus_molossus_associated_circovirus_1,277,Rep,Exogenous,Cressdnaviricota
Molossus_molossus_associated_circovirus_2,279,Rep,Exogenous,Cressdnaviricota
Molossus_molossus_associated_circovirus_3,280,Rep,Exogenous,Cressdnaviricota
Molossus_molossus_associated_circovirus_4,305,Rep,Exogenous,Cressdnaviricota
Porcine_circovirus-like_virus,310,Rep,Exogenous,Cressdnaviricota
tawny_owl-associated_circovirus,294,Rep,Exogenous,Cressdnaviricota
Cyclovirus_roach,247,Rep,Exogenous,Cressdnaviricota
Cyclovirus_roach_3,105,Rep,Exogenous,Cressdnaviricota
Human_cyclovirus_VS5700009,278,Rep,Exogenous,Cressdnaviricota
Anguilla_anguilla_circovirus,286,Rep,Exogenous,Cressdnaviricota
Dragonfly_associated_cyclovirus_3,251,Rep,Exogenous,Cressdnaviricota
Dragonfly_associated_cyclovirus_3_2,300,Rep,Exogenous,Cressdnaviricota
Human_associated_cyclovirus_10,278,Rep,Exogenous,Cressdnaviricota
Dragonfly_cyclovirus_2,325,Rep,Exogenous,Cressdnaviricota
Porcine_stool-associated_circular_virus_4,348,Rep,Exogenous,Cressdnaviricota
Porcine_stool-associated_circular_virus_5,350,Rep,Exogenous,Cressdnaviricota
Fur_seal_faeces_associated_circular_DNA_virus,358,Rep,Exogenous,Cressdnaviricota
Dragonfly_associated_cyclovirus_5,277,Rep,Exogenous,Cressdnaviricota
Dragonfly_associated_cyclovirus_1,309,Rep,Exogenous,Cressdnaviricota
Feline_cyclovirus,272,Rep,Exogenous,Cressdnaviricota
Cyclovirus_VN,292,Rep,Exogenous,Cressdnaviricota
Human_circovirus_VS6600022,370,Rep,Exogenous,Cressdnaviricota
Swan_circovirus,293,Rep,Exogenous,Cressdnaviricota
Po-Circo-like_virus_51,320,Rep,Exogenous,Cressdnaviricota
Po-Circo-like_virus_41,325,Rep,Exogenous,Cressdnaviricota
Mosquito_circovirus,301,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_29,268,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_25,294,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_21,271,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_14,315,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_10,344,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_7,318,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_3,264,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_28,304,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_24,304,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_20,259,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_17,276,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_13,298,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_1,274,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_6,265,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_26,274,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_22,270,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_19,303,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_15,412,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_11,357,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_8,284,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_4,258,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_27,307,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_23,316,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_2,283,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_16,276,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_12,291,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_9,273,Rep,Exogenous,Cressdnaviricota
Avon-Heathcote_Estuary_associated_circular_virus_5,319,Rep,Exogenous,Cressdnaviricota
Gammarus_sp._amphipod_associated_circular_virus,294,Rep,Exogenous,Cressdnaviricota
Callinectes_sapidus_associated_circular_virus,270,Rep,Exogenous,Cressdnaviricota
Aiptasia_sp._sea_anemone_associated_circular_virus,293,Rep,Exogenous,Cressdnaviricota
Hermit_crab_associated_circular_genome,288,Rep,Exogenous,Cressdnaviricota
Paramuricea_placomus_associated_circular_virus,304,Rep,Exogenous,Cressdnaviricota
Marine_snail_associated_circular_virus,315,Rep,Exogenous,Cressdnaviricota
Littorina_sp._associated_circular_virus,366,Rep,Exogenous,Cressdnaviricota
Farfantepenaeus_duorarum_pink_shrimp_associated_circular_virus,175,Rep,Exogenous,Cressdnaviricota
Calanoida_sp._copepod_associated_circular_virus,272,Rep,Exogenous,Cressdnaviricota
Primnoa_pacifica_coral_associated_circular_virus,222,Rep,Exogenous,Cressdnaviricota
Palaemonetes_intermedius_brackish_grass_shrimp_associated_circular_virus,301,Rep,Exogenous,Cressdnaviricota
Hermit_crab_associated_circular_virus,304,Rep,Exogenous,Cressdnaviricota
Didemnum_sp._Sea_Squirt_associated_virus,300,Rep,Exogenous,Cressdnaviricota
Artemia_melana_sponge_associated_circular_genome,229,Rep,Exogenous,Cressdnaviricota
Petrochirus_diogenes_giant_hermit_crab_associated_circular_virus,349,Rep,Exogenous,Cressdnaviricota
Mytilus_sp._clam_associated_circular_virus,301,Rep,Exogenous,Cressdnaviricota
Fiddler_Crab_associated_circular_virus,273,Rep,Exogenous,Cressdnaviricota
Callinectes_ornatus_blue_crab_associated_circular_virus,264,Rep,Exogenous,Cressdnaviricota
Sicyonia_brevirostris_associated_circular_virus,193,Rep,Exogenous,Cressdnaviricota
Palaemonetes_kadiakensis_Mississippi_grass_shrimp_associated_circular_virus,305,Rep,Exogenous,Cressdnaviricota
Lytechinus_variegatus_variable_sea_urchin_associated_circular_virus,208,Rep,Exogenous,Cressdnaviricota
Palaemonetes_sp._common_grass_shrimp_associated_circular_virus,321,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DHCV-2,274,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-7,259,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-3,312,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-11,324,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DHCV-3,290,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-8,263,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-4,401,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-12,325,Rep,Exogenous,Cressdnaviricota
Chimpanzee_faeces_associated_circular_DNA_virus_1,360,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DHCV-6,276,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DHCV-1,321,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-6,276,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-2,297,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-10,314,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DHCV-5,289,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-9,329,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-5,281,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-13,268,Rep,Exogenous,Cressdnaviricota
Circovirus-like_genome_DCCV-1,281,Rep,Exogenous,Cressdnaviricota
Mouse_associated_cyclovirus_1,353,Rep,Exogenous,Cressdnaviricota
Indian_encephalitis_associated_cyclovirus,221,Rep,Exogenous,Cressdnaviricota
Bat_cyclovirus_GF-4c,281,Rep,Exogenous,Cressdnaviricota
Duck_associated_cyclovirus_1,326,Rep,Exogenous,Cressdnaviricota
Giant_panda_circovirus_1,288,Rep,Exogenous,Cressdnaviricota
Garrulus_glandarius_associated_circular_virus_1,296,Rep,Exogenous,Cressdnaviricota
Human_fecal_virus_Jorvi3,291,Rep,Exogenous,Cressdnaviricota
Giant_panda_circovirus_3,299,Rep,Exogenous,Cressdnaviricota
Human_fecal_virus_Jorvi4,311,Rep,Exogenous,Cressdnaviricota
Giant_panda_circovirus_4,368,Rep,Exogenous,Cressdnaviricota
Human_fecal_virus_Jorvi2,312,Rep,Exogenous,Cressdnaviricota
Giant_panda_circovirus_2,321,Rep,Exogenous,Cressdnaviricota
Bat_associated_circovirus_6,351,Rep,Exogenous,Cressdnaviricota
Bat_associated_circovirus_7,318,Rep,Exogenous,Cressdnaviricota
Bat_associated_circovirus_8,304,Rep,Exogenous,Cressdnaviricota
Bat_associated_cyclovirus_3,279,Rep,Exogenous,Cressdnaviricota
Bat_faeces_associated_cyclovirus_4,286,Rep,Exogenous,Cressdnaviricota
Bat_associated_cyclovirus_6,276,Rep,Exogenous,Cressdnaviricota
Bat_associated_cyclovirus_7,310,Rep,Exogenous,Cressdnaviricota
Bat_associated_cyclovirus_8,281,Rep,Exogenous,Cressdnaviricota
Bat_associated_cyclovirus_11,290,Rep,Exogenous,Cressdnaviricota
Bat_associated_cyclovirus_13,279,Rep,Exogenous,Cressdnaviricota
Pacific_flying_fox_associated_cyclovirus-1,323,Rep,Exogenous,Cressdnaviricota
Pacific_flying_fox_associated_cyclovirus-2,325,Rep,Exogenous,Cressdnaviricota
Dragonfly_associated_cyclovirus_6,276,Rep,Exogenous,Cressdnaviricota
Dragonfly_associated_cyclovirus_7,283,Rep,Exogenous,Cressdnaviricota
Dragonfly_associated_cyclovirus_8,278,Rep,Exogenous,Cressdnaviricota
Cyclovirus_Equ1,271,Rep,Exogenous,Cressdnaviricota
Cyclovirus_SL-108277,276,Rep,Exogenous,Cressdnaviricota
Bat_associated_circovirus_9,315,Rep,Exogenous,Cressdnaviricota
Soft_spider_associated_circular_virus_1,305,Rep,Exogenous,Cressdnaviricota
Arboreal_ant_associated_circular_virus_1,277,Rep,Exogenous,Cressdnaviricota
Farfantepenaeus_duorarum_circovirus,287,Rep,Exogenous,Cressdnaviricota
Bamboo_rat_circovirus,300,Rep,Exogenous,Cressdnaviricota
Circovirus_pichong,295,Rep,Exogenous,Cressdnaviricota
Apteryx_rowi_circovirus-like_virus,322,Rep,Exogenous,Cressdnaviricota
Paguma_larvata_circovirus,298,Rep,Exogenous,Cressdnaviricota
Ecklonia_radiata-associated_virus_1,307,Rep,Exogenous,Cressdnaviricota
Ecklonia_radiata-associated_virus_3,335,Rep,Exogenous,Cressdnaviricota
Ecklonia_radiata-associated_virus_5,304,Rep,Exogenous,Cressdnaviricota
Dragonfly_associated_cyclovirus,278,Rep,Exogenous,Cressdnaviricota
Chicken_associated_cyclovirus_2,245,Rep,Exogenous,Cressdnaviricota
Culex_circovirus-like_virus_2,295,Rep,Exogenous,Cressdnaviricota
Bat_circovirus_12,298,Rep,Exogenous,Cressdnaviricota
Rodent_associated_cyclovirus_2,277,Rep,Exogenous,Cressdnaviricota
Circovirus_gnaver,251,Rep,Exogenous,Cressdnaviricota
Rodent_associated_cyclovirus_1,286,Rep,Exogenous,Cressdnaviricota
Circovirus_rosegador,301,Rep,Exogenous,Cressdnaviricota
Circovirus_rongeur,302,Rep,Exogenous,Cressdnaviricota
Circovirus_daga,303,Rep,Exogenous,Cressdnaviricota
Human_PoSCV5-like_circular_virus,335,Rep,Exogenous,Cressdnaviricota
Human_respiratory_circular_DNA_virus,348,Rep,Exogenous,Cressdnaviricota
Penguin_circovirus,289,Rep,Exogenous,Cressdnaviricota
Ursus_americanus_circovirus,286,Rep,Exogenous,Cressdnaviricota
Werosea_circovirus,305,Rep,Exogenous,Cressdnaviricota
Werosea_cyclovirus,281,Rep,Exogenous,Cressdnaviricota
Sonfela_circovirus_1,301,Rep,Exogenous,Cressdnaviricota
Sonfela_circovirus_2,287,Rep,Exogenous,Cressdnaviricota
Wolvfec_circovius,296,Rep,Exogenous,Cressdnaviricota
Equine_circovirus_1,319,Rep,Exogenous,Cressdnaviricota
robinz_virus_RP_259,285,Rep,Exogenous,Cressdnaviricota
robinz_virus_RP_493,288,Rep,Exogenous,Cressdnaviricota
robinz_virus_RP_526,304,Rep,Exogenous,Cressdnaviricota
robinz_virus_RP_584,306,Rep,Exogenous,Cressdnaviricota
robinz_virus_RP_620,298,Rep,Exogenous,Cressdnaviricota
robinz_virus_RP_1170,305,Rep,Exogenous,Cressdnaviricota
WigFec_circovirus_1,288,Rep,Exogenous,Cressdnaviricota
WigFec_circovirus_2,304,Rep,Exogenous,Cressdnaviricota
Bat_associated_cyclovirus_17,301,Rep,Exogenous,Cressdnaviricota
Tadarida_brasiliensis_associated_cyclovirus_1,261,Rep,Exogenous,Cressdnaviricota
Eumops_bonariensis_associated_cyclovirus_1,304,Rep,Exogenous,Cressdnaviricota
Eumops_bonariensis_associated_circovirus_1,320,Rep,Exogenous,Cressdnaviricota
Chifec_virus_UA13_1727,282,Rep,Exogenous,Cressdnaviricota
Chifec_virus_UA13_1817,278,Rep,Exogenous,Cressdnaviricota
Chifec_virus_UA15_35,286,Rep,Exogenous,Cressdnaviricota
Chifec_virus_UA13_1880,278,Rep,Exogenous,Cressdnaviricota
Chifec_virus_UA13_1887,276,Rep,Exogenous,Cressdnaviricota
Chifec_virus_UA13_1800,298,Rep,Exogenous,Cressdnaviricota
Chifec_virus_UA15_2320,306,Rep,Exogenous,Cressdnaviricota
Dipodfec_virus_UA23Rod_1805,269,Rep,Exogenous,Cressdnaviricota
Army_ant_associated_cyclovirus_3,283,Rep,Exogenous,Cressdnaviricota
Army_ant_associated_cyclovirus_6,278,Rep,Exogenous,Cressdnaviricota
Army_ant_associated_cyclovirus_2,278,Rep,Exogenous,Cressdnaviricota
Army_ant_associated_cyclovirus_1,304,Rep,Exogenous,Cressdnaviricota
Army_ant_associated_cyclovirus_4,281,Rep,Exogenous,Cressdnaviricota
Army_ant_associated_cyclovirus_5,278,Rep,Exogenous,Cressdnaviricota
Army_ant_associated_cyclovirus_9,279,Rep,Exogenous,Cressdnaviricota
Army_ant_associated_cyclovirus_8,278,Rep,Exogenous,Cressdnaviricota
Army_ant_associated_cyclovirus_9_2,284,Rep,Exogenous,Cressdnaviricota
Calfel_virus_LSF17_cyc102,270,Rep,Exogenous,Cressdnaviricota
Calfel_virus_LSF31_cyc420,287,Rep,Exogenous,Cressdnaviricota
Calfel_virus_LSF31_cyc880,278,Rep,Exogenous,Cressdnaviricota
Calfel_virus_LSF45_cir359,301,Rep,Exogenous,Cressdnaviricota
Tomato_rugose_mosaic_virus-[Ube]_2,132,Rep,Exogenous,Cressdnaviricota
Watermelon_chlorotic_stunt_virus,361,Rep,Exogenous,Cressdnaviricota
Horseradish_curly_top_virus,346,Rep,Exogenous,Cressdnaviricota
Ageratum_yellow_vein_virus,361,Rep,Exogenous,Cressdnaviricota
Tomato_mottle_Taino_virus,361,Rep,Exogenous,Cressdnaviricota
Tomato_golden_mottle_virus,346,Rep,Exogenous,Cressdnaviricota
Tomato_golden_mottle_virus_2,132,Rep,Exogenous,Cressdnaviricota
Melon_chlorotic_leaf_curl_virus_2,134,Rep,Exogenous,Cressdnaviricota
Panicum_streak_virus_-_Karino,324,Rep,Exogenous,Cressdnaviricota
Bean_calico_mosaic_virus_2,132,Rep,Exogenous,Cressdnaviricota
Sida_golden_yellow_vein_virus-[Jamaica_Liguanea2_2008]_2,132,Rep,Exogenous,Cressdnaviricota
Rhynchosia_golden_mosaic_virus,132,Rep,Exogenous,Cressdnaviricota
Papaya_leaf_curl_virus_2,134,Rep,Exogenous,Cressdnaviricota
Papaya_leaf_curl_virus_3,134,Rep,Exogenous,Cressdnaviricota
Varanasi,134,Rep,Exogenous,Cressdnaviricota
Brazil_2,360,Rep,Exogenous,Cressdnaviricota
Luffa_yellow_mosaic_virus_2,136,Rep,Exogenous,Cressdnaviricota
Giza,276,Rep,Exogenous,Cressdnaviricota
Sugarcane_streak_Egypt_virus_-_[Giza]_2,135,Rep,Exogenous,Cressdnaviricota
16,364,Rep,Exogenous,Cressdnaviricota
Hollyhock_leaf_crumple_virus-[Cairo]_2,133,Rep,Exogenous,Cressdnaviricota
Hn5,134,Rep,Exogenous,Cressdnaviricota
Hoa_Binh,359,Rep,Exogenous,Cressdnaviricota
Hn2,134,Rep,Exogenous,Cressdnaviricota
Macroptilium_mosaic_Puerto_Rico_virus,358,Rep,Exogenous,Cressdnaviricota
Macroptilium_yellow_mosaic_virus,353,Rep,Exogenous,Cressdnaviricota
Bean_yellow_dwarf_virus,334,Rep,Exogenous,Cressdnaviricota
Madagascar_Morondova_2001,134,Rep,Exogenous,Cressdnaviricota
Colombo,134,Rep,Exogenous,Cressdnaviricota
East_African_cassava_mosaic_Cameroon_virus_2,134,Rep,Exogenous,Cressdnaviricota
UK1,392,Rep,Exogenous,Cressdnaviricota
Chayote_yellow_mosaic_virus,362,Rep,Exogenous,Cressdnaviricota
Vernonia_yellow_vein_virus,134,Rep,Exogenous,Cressdnaviricota
Brazil_4,358,Rep,Exogenous,Cressdnaviricota
Sida_yellow_mosaic_virus-[Brazil]_2,133,Rep,Exogenous,Cressdnaviricota
Sida_mosaic_Sinaloa_virus_2,132,Rep,Exogenous,Cressdnaviricota
GD13,134,Rep,Exogenous,Cressdnaviricota
Pepper_yellow_leaf_curl_Indonesia_virus_2,362,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Arusha_virus_2,134,Rep,Exogenous,Cressdnaviricota
Lembang,362,Rep,Exogenous,Cressdnaviricota
Mexico_Yucatan_2004,384,Rep,Exogenous,Cressdnaviricota
Euphorbia_mosaic_virus_-_A_[Mexico_Yucatan_2004]_2,132,Rep,Exogenous,Cressdnaviricota
Honeysuckle_yellow_vein_Kagoshima_virus,134,Rep,Exogenous,Cressdnaviricota
Kudzu_mosaic_virus,362,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Seychelles_virus,375,Rep,Exogenous,Cressdnaviricota
Clerodendron_yellow_mosaic_virus_2,134,Rep,Exogenous,Cressdnaviricota
Spilanthes_yellow_vein_virus,362,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Palampur_virus_2,367,Rep,Exogenous,Cressdnaviricota
Macroptilium_golden_mosaic_virus-[Jamaica_Wissadula_August_Town]_2,129,Rep,Exogenous,Cressdnaviricota
Blainvillea_yellow_spot_virus,358,Rep,Exogenous,Cressdnaviricota
Pedilanthus_leaf_curl_virus_[Pakistan_Multan_2004]_2,390,Rep,Exogenous,Cressdnaviricota
Passionfruit_severe_leaf_distortion_virus,357,Rep,Exogenous,Cressdnaviricota
Passionfruit_severe_leaf_distortion_virus_2,132,Rep,Exogenous,Cressdnaviricota
Sunn_hemp_leaf_distortion_virus,141,Rep,Exogenous,Cressdnaviricota
Cameroon,133,Rep,Exogenous,Cressdnaviricota
India_West_Bengal_2008,145,Rep,Exogenous,Cressdnaviricota
Rhynchosia_yellow_mosaic_India_virus,362,Rep,Exogenous,Cressdnaviricota
Soybean_mild_mottle_virus,349,Rep,Exogenous,Cressdnaviricota
Soybean_mild_mottle_virus_2,134,Rep,Exogenous,Cressdnaviricota
Spinach_severe_curly_top_virus,346,Rep,Exogenous,Cressdnaviricota
Jamaica_St._Elizabeth_2004,132,Rep,Exogenous,Cressdnaviricota
Soybean_chlorotic_blotch_virus,362,Rep,Exogenous,Cressdnaviricota
Soybean_chlorotic_blotch_virus_2,137,Rep,Exogenous,Cressdnaviricota
Abutilon_mosaic_Bolivia_virus,358,Rep,Exogenous,Cressdnaviricota
Abutilon_mosaic_Bolivia_virus_2,132,Rep,Exogenous,Cressdnaviricota
Uganda_Kampala_2008,144,Rep,Exogenous,Cressdnaviricota
Sweet_potato_leaf_curl_South_Carolina_virus_2,145,Rep,Exogenous,Cressdnaviricota
Cleome_leaf_crumple_virus,359,Rep,Exogenous,Cressdnaviricota
Cleome_leaf_crumple_virus_2,132,Rep,Exogenous,Cressdnaviricota
Tomato_dwarf_leaf_virus_2,132,Rep,Exogenous,Cressdnaviricota
Wheat_dwarf_India_virus,357,Rep,Exogenous,Cressdnaviricota
West_African_Asystasia_virus_1,362,Rep,Exogenous,Cressdnaviricota
West_African_Asystasia_virus_1_2,134,Rep,Exogenous,Cressdnaviricota
Blechum_interveinal_chlorosis_virus_2,132,Rep,Exogenous,Cressdnaviricota
French_bean_leaf_curl_virus,134,Rep,Exogenous,Cressdnaviricota
French_bean_severe_leaf_curl_virus,301,Rep,Exogenous,Cressdnaviricota
Dalechampia_chlorotic_mosaic_virus,132,Rep,Exogenous,Cressdnaviricota
Tomato_yellow_mottle_virus_2,132,Rep,Exogenous,Cressdnaviricota
Tomato_yellow_leaf_curl_Saudi_virus,390,Rep,Exogenous,Cressdnaviricota
Capraria_yellow_spot_Yucatan_virus,132,Rep,Exogenous,Cressdnaviricota
Tomato_leaf_curl_Liwa_virus,136,Rep,Exogenous,Cressdnaviricota
Spinach_yellow_vein_Sikar_virus,102,Rep,Exogenous,Cressdnaviricota
Spinach_yellow_vein_Sikar_virus_2,294,Rep,Exogenous,Cressdnaviricota
Allamanda_leaf_mottle_distortion_virus,134,Rep,Exogenous,Cressdnaviricota
Rose_leaf_curl_virus_2,343,Rep,Exogenous,Cressdnaviricota
Solanum_mosaic_Bolivia_virus,356,Rep,Exogenous,Cressdnaviricota
Coccinia_mosaic_Tamil_Nadu_virus,361,Rep,Exogenous,Cressdnaviricota
Coccinia_mosaic_Tamil_Nadu_virus_2,101,Rep,Exogenous,Cressdnaviricota
Bitter_gourd_yellow_vein_virus_2,136,Rep,Exogenous,Cressdnaviricota
Asystasia_mosaic_Madagascar_virus,362,Rep,Exogenous,Cressdnaviricota
Asystasia_mosaic_Madagascar_virus_2,144,Rep,Exogenous,Cressdnaviricota
Tomato_yellow_leaf_curl_Mali_virus,135,Rep,Exogenous,Cressdnaviricota
Alfalfa_leaf_curl_virus,330,Rep,Exogenous,Cressdnaviricota
Andrographis_yellow_vein_leaf_curl_virus,134,Rep,Exogenous,Cressdnaviricota
Pavonia_yellow_mosaic_virus,358,Rep,Exogenous,Cressdnaviricota
Deinbollia_mosaic_virus,134,Rep,Exogenous,Cressdnaviricota
Deinbollia_mosaic_virus_2,364,Rep,Exogenous,Cressdnaviricota
Macroptilium_bright_mosaic_virus,362,Rep,Exogenous,Cressdnaviricota
Macroptilium_common_mosaic_virus,363,Rep,Exogenous,Cressdnaviricota
Macroptilium_common_mosaic_virus_2,133,Rep,Exogenous,Cressdnaviricota
Sida_chlorotic_vein_virus,366,Rep,Exogenous,Cressdnaviricota
Lisianthus_enation_leaf_curl_virus,134,Rep,Exogenous,Cressdnaviricota
Pepper_yellow_dwarf_virus_-_Mexico,358,Rep,Exogenous,Cressdnaviricota
Pepper_yellow_dwarf_virus_-_Mexico_2,136,Rep,Exogenous,Cressdnaviricota
Sweet_potato_symptomless_virus_1,296,Rep,Exogenous,Cressdnaviricota
Sweet_potato_symptomless_virus_1_2,335,Rep,Exogenous,Cressdnaviricota
